date,open,close
2026-02-13,404.45001220703125,401.32000732421875
2026-02-17,399.2200012207031,396.8599853515625
2026-02-18,398.1300048828125,399.6000061035156
2026-02-19,400.69000244140625,398.4599914550781
2026-02-20,396.1099853515625,397.2300109863281
2026-02-23,395.0,384.4700012207031
2026-02-24,384.1400146484375,389.0
2026-02-25,390.5299987792969,400.6000061035156
2026-02-26,404.7099914550781,401.7200012207031
2026-02-27,390.8800048828125,392.739990234375
2026-03-02,392.8599853515625,398.54998779296875
2026-03-03,393.1400146484375,403.92999267578125
2026-03-04,401.2699890136719,405.20001220703125
2026-03-05,404.4200134277344,410.67999267578125
2026-03-06,409.20001220703125,408.9599914550781
2026-03-09,404.9200134277344,409.4100036621094
2026-03-10,410.0299987792969,405.760009765625
2026-03-11,405.57000732421875,404.8800048828125
2026-03-12,404.6300048828125,401.8599853515625
2026-03-13,401.0,395.54998779296875
2026-03-16,398.07000732421875,399.95001220703125
2026-03-17,400.2699890136719,399.4100036621094
2026-03-18,397.1300048828125,391.7900085449219
2026-03-19,390.1000061035156,389.0199890136719
2026-03-20,386.7900085449219,381.8699951171875
2026-03-23,383.8999938964844,383.0
2026-03-24,382.3599853515625,372.739990234375
2026-03-25,376.9200134277344,371.0400085449219
2026-03-26,370.82000732421875,365.9700012207031
2026-03-27,361.8999938964844,356.7699890136719
2026-03-30,361.8999938964844,358.9599914550781
2026-03-31,364.54998779296875,370.1700134277344
2026-04-01,373.489990234375,369.3699951171875
2026-04-02,367.2099914550781,373.4599914550781
2026-04-06,373.489990234375,372.8800048828125
2026-04-07,370.3399963378906,372.2900085449219
2026-04-08,384.9800109863281,374.3299865722656
2026-04-09,372.5,373.07000732421875
2026-04-10,372.9800109863281,370.8699951171875
